file	line	quoteText	markers	political	previous	context	next
003.从吕有文浑蛋看武汉大旅社冤案.txt	81	你要挑战，固然法律上没有明文规定不容挑战，但是我也可以笑骂由他人，好官我自为之		political-context		综合前述所陈事项，此一千古奇冤案件，在事情发生初时，叶法医之鉴定，经法医学界人士信赖与支持，等到叶法医公正诚实之鉴定被抹黑之时，法医学界全体人士，愤而对验尸工作罢工，嗣经当时最高法院检察长赵琛召集全体加以劝说以后，罢工风潮始告结束，未料侦审之司法人员，对特务人员之顾忌，各自明哲保身而枉法裁判，如此一来，便形成离德离心的“亡国”祸根，笔者积集日本侵华以至大陆变色，国政日非，感怀于来台后，当政者所言洗心革面，仅不过一派谎言，及至本案发生，证实当年之调查局长张庆恩及其所属之本案办案人员，皆为“亡国”之特务，起诉之检察官唐锦蔩，甘做不法特务之走狗，使笔者他乡生白...	
003.从吕有文浑蛋看武汉大旅社冤案.txt	85	宪法		political-context		在本案之起因，目的本为恐吓勒索，未料侦讯人员已取得美金二万元，仍不罢手，又与调查人员勾结而共同伪造公文书，不惜违背《宪法》，逮捕非现行犯，并在长期违法羁押中，伪证、栽赃、刑求逼认，甚至初审判处四人死刑、二人无期徒刑、一人有期徒刑十五年以后，尚对非死刑之三人做不利上诉，希望七人一律处死，其居心之狠毒，实为有史以来所未见，应已死有余辜，笔者早已决心揭发此一黑幕，所以时至今日，历时三十余年未稍松懈，在未来仍不能求得平反时，决意在台北县市交通要道福和桥边自己住宅上悬挂大型海报，将此司法罪恶诉诸大众。	
004.律师的脚趾甲.txt	5	法院		political-context		今年三月，四川省南充县律师邓跃和到河北省定县“法院”，找“副院长”马计生解决南充县酒厂销售有关问题。马计生先是不予接待，继又指使手下把邓跃和铐在一棵泡桐树上，然后再办理拘留手续，写“证明”材料。	
004.律师的脚趾甲.txt	5	副院长		political-context		今年三月，四川省南充县律师邓跃和到河北省定县“法院”，找“副院长”马计生解决南充县酒厂销售有关问题。马计生先是不予接待，继又指使手下把邓跃和铐在一棵泡桐树上，然后再办理拘留手续，写“证明”材料。	
004.律师的脚趾甲.txt	5	证明		political-context		今年三月，四川省南充县律师邓跃和到河北省定县“法院”，找“副院长”马计生解决南充县酒厂销售有关问题。马计生先是不予接待，继又指使手下把邓跃和铐在一棵泡桐树上，然后再办理拘留手续，写“证明”材料。	
004.律师的脚趾甲.txt	11	文汇报		political-context		国民党中央社发这种来自香港中共《文汇报》的消息，当然意在宣传共产党多么虐待律师，其实，了解国民党作风的人，却要好有一比呢！	
004.律师的脚趾甲.txt	15	自由中国		political-context		我听了，笑了起来。我说你知道有一位律师叫林颂和吗，她说不知道。我说林颂和是《自由中国》事件被告马之骕的辩护律师，当时替《自由中国》被告辩护，律师得直通国民党内部才成，像梁肃戎，否则就有你好看。林颂和有正义感，不吃这一套，硬是出面仗义执言，后来就被整到牢里去，饱受教训与刑求，他的十个脚趾甲，都被国民党情治人员拔掉了，后来一路療倒，永世不得翻身。比较起来，你的尤清，又何危险之有？你的尤清过去并无尺寸之功于党外，只不过趁做美丽岛被告律师之便，在别人受难之际，坐直升机蹿起。他是好人，有好造型与好学历，党外省议员把票投给他，使他轻易当上监委；在党外逼走不伦不类的费...	
004.律师的脚趾甲.txt	15	自由中国		political-context		我听了，笑了起来。我说你知道有一位律师叫林颂和吗，她说不知道。我说林颂和是《自由中国》事件被告马之骕的辩护律师，当时替《自由中国》被告辩护，律师得直通国民党内部才成，像梁肃戎，否则就有你好看。林颂和有正义感，不吃这一套，硬是出面仗义执言，后来就被整到牢里去，饱受教训与刑求，他的十个脚趾甲，都被国民党情治人员拔掉了，后来一路療倒，永世不得翻身。比较起来，你的尤清，又何危险之有？你的尤清过去并无尺寸之功于党外，只不过趁做美丽岛被告律师之便，在别人受难之际，坐直升机蹿起。他是好人，有好造型与好学历，党外省议员把票投给他，使他轻易当上监委；在党外逼走不伦不类的费...	
004.律师的脚趾甲.txt	17	To be a real党外one must be able to laugh at党外。		political-context		今天党外尤清这种人，他们神气得不知天高地厚，贪人之功，以为己力；以为之后，再假设自己每天身陷危险之中，骄其贤妻、怖其幼儿，以英雄自命，看来真令人发笑。我常说：“To be a real党外one must be able to laugh at党外。”（想当一个真正的党外，就应该能把党外一笑置之。）写到这里，我又要笑了。	
005.为李世杰先生安息礼拜追述生平.txt	3	星光日报		political-context		李世杰先生生在1916年，是福建惠安人，但却长住厦门，从没到过惠安。他少有文名。1935到1937年间，在胡文虎的星系报纸《星光日报》上，经常发表作品。他在1939年加入国民党，并参加了特务系统中统局福建省调查统计室做通讯员，这样做，完全是义务性质的。他说他那时“对国民党的狂热迷信，无条件地把全部心力奉献给它”。	
005.为李世杰先生安息礼拜追述生平.txt	3	对国民党的狂热迷信，无条件地把全部心力奉献给它		political-context		李世杰先生生在1916年，是福建惠安人，但却长住厦门，从没到过惠安。他少有文名。1935到1937年间，在胡文虎的星系报纸《星光日报》上，经常发表作品。他在1939年加入国民党，并参加了特务系统中统局福建省调查统计室做通讯员，这样做，完全是义务性质的。他说他那时“对国民党的狂热迷信，无条件地把全部心力奉献给它”。	
005.为李世杰先生安息礼拜追述生平.txt	5	中央日报	poem	political-context		1937年抗战爆发，李世杰先生从厦门流亡到南平，参加抗日。胜利后，担任厦门《中央日报》总编辑兼主笔（当时没有“总主笔”的编制）。1949年来台湾，以写文章为业。1951年，他的一篇在《全民日报》（《联合报》前身）发表的文章《略论三民主义文化运动诸问题》被蒋介石看中，将他召见，于是受邀进入调查局。	
005.为李世杰先生安息礼拜追述生平.txt	5	总主笔	poem	political-context		1937年抗战爆发，李世杰先生从厦门流亡到南平，参加抗日。胜利后，担任厦门《中央日报》总编辑兼主笔（当时没有“总主笔”的编制）。1949年来台湾，以写文章为业。1951年，他的一篇在《全民日报》（《联合报》前身）发表的文章《略论三民主义文化运动诸问题》被蒋介石看中，将他召见，于是受邀进入调查局。	
005.为李世杰先生安息礼拜追述生平.txt	5	全民日报	poem	political-context		1937年抗战爆发，李世杰先生从厦门流亡到南平，参加抗日。胜利后，担任厦门《中央日报》总编辑兼主笔（当时没有“总主笔”的编制）。1949年来台湾，以写文章为业。1951年，他的一篇在《全民日报》（《联合报》前身）发表的文章《略论三民主义文化运动诸问题》被蒋介石看中，将他召见，于是受邀进入调查局。	
005.为李世杰先生安息礼拜追述生平.txt	5	联合报	poem	political-context		1937年抗战爆发，李世杰先生从厦门流亡到南平，参加抗日。胜利后，担任厦门《中央日报》总编辑兼主笔（当时没有“总主笔”的编制）。1949年来台湾，以写文章为业。1951年，他的一篇在《全民日报》（《联合报》前身）发表的文章《略论三民主义文化运动诸问题》被蒋介石看中，将他召见，于是受邀进入调查局。	
005.为李世杰先生安息礼拜追述生平.txt	5	略论三民主义文化运动诸问题	poem	political-context		1937年抗战爆发，李世杰先生从厦门流亡到南平，参加抗日。胜利后，担任厦门《中央日报》总编辑兼主笔（当时没有“总主笔”的编制）。1949年来台湾，以写文章为业。1951年，他的一篇在《全民日报》（《联合报》前身）发表的文章《略论三民主义文化运动诸问题》被蒋介石看中，将他召见，于是受邀进入调查局。	
005.为李世杰先生安息礼拜追述生平.txt	9	台独	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	台独	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	中国民主政团战斗同盟	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	战斗同盟	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	反共反蒋	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	联合评论	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	只反蒋而不反共	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	战斗同盟	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	政治暗流	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	反党反政府分子	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	分歧分子	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	奉命	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	敌人	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	奉命	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	9	敌人	poem	political-context		李世杰先生在调查局能力过人的表现是：他负责主持国内外政治、经济、财金、文教、社会等情报分析，并连续策反廖文毅以下“台独”高干十九人的反正归降国民党，瓦解在日本的“台独”势力；又瓦解了在香港的第三势力“中国民主政团战斗同盟”。那个“战斗同盟”，是国民党大员张发奎、黄旭初、韦贽唐、王同荣，民社党的张君劢、伍宪子，青年党的李璜、左舜生和一批无党派人士联合组成的“反共反蒋”政团，其所出版的《联合评论》周报，被讥为“只反蒋而不反共”。“战斗同盟”瓦解后，张君劢远遁美洲，张发奎、李璜、左舜生都回到台湾，受蒋经国的欢迎款宴，并都成为国民党蒋家的国策顾问。国民党并且出钱...	
005.为李世杰先生安息礼拜追述生平.txt	11	特优		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	玉照		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	玉照		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	同志		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	李世杰同志		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	匪谍		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	有功		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	11	匪谍		political-context		自1951年至1965年，李世杰先生先后获得陆海空军褒状、国民党中央党部奖状、数度年终考绩“特优”、记大功、蒋介石特别召见（与1951年因写文章获召见是两回事）、赠给“玉照”（1965年1月）等等。蒋介石赠“玉照”，称“同志”后一年，“李世杰同志”突然变成蒋家钦定的“匪谍”！——蒋经国一连四载宴请“有功”的“匪谍”。他从云端一头栽下，从此挣扎生死线上，展开了悲惨的人生。	
005.为李世杰先生安息礼拜追述生平.txt	13	家法处分		political-context		李世杰先生下狱后，先在调查局留质室“家法处分”三百四十五天，饱受刑求。1967年1月20日，他得幸转入台湾警备总部军法看守所，静候审判。1970年2月13日星期五，又是洋人的黑道日子，正值农历正月初八，他五十三岁初度，一副脚镣钉上身来——他被判了死刑。脚镣戴到同年5月22日，国防部军法局发回更审了，脚镣暂时取下。1972年9月12日，他再度被判死刑，又钉上脚镣。死刑犯除了例假日外，每天清早五点钟，都可能被提出去枪决。所以每天晚饭时，都不知道这是不是“最后的晚餐”；每天入睡时，都不知道自己能不能活到第二天太阳出来。这种夜夜惊魂的折磨，终于在三十二个月以后，...	
005.为李世杰先生安息礼拜追述生平.txt	13	最后的晚餐		political-context		李世杰先生下狱后，先在调查局留质室“家法处分”三百四十五天，饱受刑求。1967年1月20日，他得幸转入台湾警备总部军法看守所，静候审判。1970年2月13日星期五，又是洋人的黑道日子，正值农历正月初八，他五十三岁初度，一副脚镣钉上身来——他被判了死刑。脚镣戴到同年5月22日，国防部军法局发回更审了，脚镣暂时取下。1972年9月12日，他再度被判死刑，又钉上脚镣。死刑犯除了例假日外，每天清早五点钟，都可能被提出去枪决。所以每天晚饭时，都不知道这是不是“最后的晚餐”；每天入睡时，都不知道自己能不能活到第二天太阳出来。这种夜夜惊魂的折磨，终于在三十二个月以后，...	
005.为李世杰先生安息礼拜追述生平.txt	15	调查局研究		political-context		李世杰先生出狱后不久，就被他的难友李敖找到，李敖亲赴他家，约他午饭，说动他展开大写作计划，并代为印刷出版。李世杰先生勇敢的接受了李敖的计划，二十年的冤狱虽然毁坏了他的健康，但却毁坏不了他那维护真理与正义的意志。四年来，他夜以继日、锲而不舍，写出了两百多万字的揭发黑暗的著作，已印行的有《调查局研究》、《调查局黑牢345天》、《军法看守所九年》等，其余还在陆续出版中。	
005.为李世杰先生安息礼拜追述生平.txt	15	调查局黑牢345天		political-context		李世杰先生出狱后不久，就被他的难友李敖找到，李敖亲赴他家，约他午饭，说动他展开大写作计划，并代为印刷出版。李世杰先生勇敢的接受了李敖的计划，二十年的冤狱虽然毁坏了他的健康，但却毁坏不了他那维护真理与正义的意志。四年来，他夜以继日、锲而不舍，写出了两百多万字的揭发黑暗的著作，已印行的有《调查局研究》、《调查局黑牢345天》、《军法看守所九年》等，其余还在陆续出版中。	
005.为李世杰先生安息礼拜追述生平.txt	15	军法看守所九年		political-context		李世杰先生出狱后不久，就被他的难友李敖找到，李敖亲赴他家，约他午饭，说动他展开大写作计划，并代为印刷出版。李世杰先生勇敢的接受了李敖的计划，二十年的冤狱虽然毁坏了他的健康，但却毁坏不了他那维护真理与正义的意志。四年来，他夜以继日、锲而不舍，写出了两百多万字的揭发黑暗的著作，已印行的有《调查局研究》、《调查局黑牢345天》、《军法看守所九年》等，其余还在陆续出版中。	
005.为李世杰先生安息礼拜追述生平.txt	17	申冤	poem,foreign			李世杰先生两百多万字的著作，千言万语，重点都在“申冤”二字上。《路加福音》第十八章第七节说：“神的选民，昼夜呼吁他，他纵然为他们忍了多时，岂不终久给他们申冤么？我告诉你们，要快快的给他们申冤了。”《罗马书》第十二章第十九节：“说亲爱的弟兄，不要自己申冤，宁可让步，听凭主怒。因为经上记着，‘主说，申冤在我，我必报应。’”不可以恶报恶固是基督徒的自我期勉的原则，但是，把冤的真相申出来、用千言万语申出来，申出来给天上人间看个清楚，知道奇冤异惨在哪儿，却是真正基督徒应该努力以赴的方向。真正的基督徒绝不遮盖罪恶与黑暗，否则这就是伪善。《旧约》里十四次谴责伪善；《新...	
005.为李世杰先生安息礼拜追述生平.txt	17	路加福音	poem,foreign			李世杰先生两百多万字的著作，千言万语，重点都在“申冤”二字上。《路加福音》第十八章第七节说：“神的选民，昼夜呼吁他，他纵然为他们忍了多时，岂不终久给他们申冤么？我告诉你们，要快快的给他们申冤了。”《罗马书》第十二章第十九节：“说亲爱的弟兄，不要自己申冤，宁可让步，听凭主怒。因为经上记着，‘主说，申冤在我，我必报应。’”不可以恶报恶固是基督徒的自我期勉的原则，但是，把冤的真相申出来、用千言万语申出来，申出来给天上人间看个清楚，知道奇冤异惨在哪儿，却是真正基督徒应该努力以赴的方向。真正的基督徒绝不遮盖罪恶与黑暗，否则这就是伪善。《旧约》里十四次谴责伪善；《新...	
005.为李世杰先生安息礼拜追述生平.txt	17	神的选民，昼夜呼吁他，他纵然为他们忍了多时，岂不终久给他们申冤么？我告诉你们，要快快的给他们申冤了。	poem,foreign			李世杰先生两百多万字的著作，千言万语，重点都在“申冤”二字上。《路加福音》第十八章第七节说：“神的选民，昼夜呼吁他，他纵然为他们忍了多时，岂不终久给他们申冤么？我告诉你们，要快快的给他们申冤了。”《罗马书》第十二章第十九节：“说亲爱的弟兄，不要自己申冤，宁可让步，听凭主怒。因为经上记着，‘主说，申冤在我，我必报应。’”不可以恶报恶固是基督徒的自我期勉的原则，但是，把冤的真相申出来、用千言万语申出来，申出来给天上人间看个清楚，知道奇冤异惨在哪儿，却是真正基督徒应该努力以赴的方向。真正的基督徒绝不遮盖罪恶与黑暗，否则这就是伪善。《旧约》里十四次谴责伪善；《新...	
005.为李世杰先生安息礼拜追述生平.txt	17	罗马书	poem,foreign			李世杰先生两百多万字的著作，千言万语，重点都在“申冤”二字上。《路加福音》第十八章第七节说：“神的选民，昼夜呼吁他，他纵然为他们忍了多时，岂不终久给他们申冤么？我告诉你们，要快快的给他们申冤了。”《罗马书》第十二章第十九节：“说亲爱的弟兄，不要自己申冤，宁可让步，听凭主怒。因为经上记着，‘主说，申冤在我，我必报应。’”不可以恶报恶固是基督徒的自我期勉的原则，但是，把冤的真相申出来、用千言万语申出来，申出来给天上人间看个清楚，知道奇冤异惨在哪儿，却是真正基督徒应该努力以赴的方向。真正的基督徒绝不遮盖罪恶与黑暗，否则这就是伪善。《旧约》里十四次谴责伪善；《新...	
